movie_title,similar_movie_title,similarity_score,rank
In Good Company,Mrs. Doubtfire,0.3973380923271179,3
In Good Company,The Count of Monte Cristo,0.390908807516098,4
In Good Company,Burnt,0.39086470007896423,5
In Good Company,Homefront,0.3898172676563263,6
In Good Company,Take Me Home Tonight,0.38932356238365173,7
In Good Company,The Green Hornet,0.3890494704246521,8
In Good Company,My Boss's Daughter,0.38707810640335083,9
In Good Company,The Kid,0.3836509585380554,10
Clockstoppers,The Matador,0.5112552046775818,1
Clockstoppers,Special,0.493487685918808,2
Clockstoppers,Zathura: A Space Adventure,0.4909176528453827,3
Clockstoppers,Micmacs,0.461831659078598,4
Clockstoppers,Tomorrowland,0.45591944456100464,5
Clockstoppers,Little Nicholas,0.455464243888855,6
Clockstoppers,Wordplay,0.45257553458213806,7
Clockstoppers,Mr. Peabody & Sherman,0.4503333270549774,8
Clockstoppers,Hard Rain,0.4489268958568573,9
Clockstoppers,Escobar: Paradise Lost,0.44712039828300476,10
Silverado,Dreamcatcher,0.5662028193473816,1
Silverado,Young Guns,0.5411296486854553,2
Silverado,American Outlaws,0.5323625802993774,3
Silverado,High Plains Drifter,0.5161862373352051,4
Silverado,Exiled,0.5154293179512024,5
Silverado,"Dancer, Texas Pop. 81",0.5144439935684204,6
Silverado,Dear Wendy,0.5083884596824646,7
Silverado,The Lone Ranger,0.5054692625999451,8
Silverado,No Man's Land: The Rise of Reeker,0.504397451877594,9
Silverado,Gory Gory Hallelujah,0.5038293600082397,10
Brothers,Saving Private Ryan,0.49281349778175354,1
Brothers,The Messenger,0.4909040033817291,2
Brothers,Friday the 13th Part VI: Jason Lives,0.47806885838508606,3
Brothers,Friday the 13th: The Final Chapter,0.46465930342674255,4
Brothers,San Andreas,0.46340447664260864,5
Brothers,Charlie St. Cloud,0.4475177228450775,6
Brothers,The Lucky One,0.4374138116836548,7
Brothers,Friday the 13th: A New Beginning,0.43044933676719666,8
Brothers,Chain of Command,0.4285088777542114,9
Brothers,The Kite Runner,0.42610737681388855,10
Agent Cody Banks 2: Destination London,Austin Powers: The Spy Who Shagged Me,0.43949782848358154,1
Agent Cody Banks 2: Destination London,Speed,0.43843162059783936,2
Agent Cody Banks 2: Destination London,Toy Story 2,0.4348089098930359,3
Agent Cody Banks 2: Destination London,Primer,0.43453115224838257,4
Agent Cody Banks 2: Destination London,Under Siege 2: Dark Territory,0.43129658699035645,5
Agent Cody Banks 2: Destination London,Con Air,0.4271125793457031,6
Agent Cody Banks 2: Destination London,Modern Problems,0.4227158725261688,7
Agent Cody Banks 2: Destination London,Steamboy,0.42211437225341797,8
Agent Cody Banks 2: Destination London,Mission: Impossible II,0.41741228103637695,9
Agent Cody Banks 2: Destination London,The Naked Gun 2½: The Smell of Fear,0.41734135150909424,10
New Year's Eve,Mutual Friends,0.597571849822998,1
New Year's Eve,How to Be Single,0.5741154551506042,2
New Year's Eve,Christmas Eve,0.5329309701919556,3
New Year's Eve,When Harry Met Sally...,0.5025421380996704,4
New Year's Eve,Love Actually,0.4917665421962738,5
New Year's Eve,Vamps,0.4835246205329895,6
New Year's Eve,The Age of Innocence,0.47771427035331726,7
New Year's Eve,Please Give,0.4739319086074829,8
New Year's Eve,End of Days,0.4705978333950043,9
New Year's Eve,The Four Seasons,0.46889081597328186,10
Original Sin,Cypher,0.5859478712081909,1
Original Sin,Moonlight Mile,0.5700359344482422,2
Original Sin,Jesus' Son,0.5568427443504333,3
Original Sin,In the Cut,0.5532351136207581,4
Original Sin,Identity Thief,0.5491694211959839,5
Original Sin,Small Apartments,0.5301403999328613,6
Original Sin,Saw,0.5228931903839111,7
Original Sin,Choke,0.5147786140441895,8
Original Sin,Amnesiac,0.5057718753814697,9
Original Sin,Ong Bak 2,0.5024892091751099,10
The Raven,Two Evil Eyes,0.561966598033905,1
The Raven,Twixt,0.5055636763572693,2
The Raven,11:14,0.4599529802799225,3
The Raven,Angela's Ashes,0.45533910393714905,4
The Raven,The Cell,0.4470256567001343,5
The Raven,Con Air,0.44654580950737,6
The Raven,Interview with the Vampire,0.4412999749183655,7
The Raven,The Number 23,0.43861204385757446,8
The Raven,From a Whisper to a Scream,0.43280431628227234,9
The Raven,The Woman in Black,0.43070244789123535,10
Welcome to Mooseport,Man of the Year,0.41466420888900757,1
Welcome to Mooseport,Head of State,0.38378801941871643,2
Welcome to Mooseport,The Town,0.37249404191970825,3
Welcome to Mooseport,Mr. Smith Goes to Washington,0.36956456303596497,4
Welcome to Mooseport,Live Free or Die Hard,0.3660147190093994,5
Welcome to Mooseport,In the Land of Women,0.35766544938087463,6
Welcome to Mooseport,WarGames,0.35470718145370483,7
Welcome to Mooseport,Machete Kills,0.3511027693748474,8
Welcome to Mooseport,Videodrome,0.34719088673591614,9
Welcome to Mooseport,Absolute Power,0.3457205295562744,10
Highlander: The Final Dimension,Highlander: Endgame,0.4822753965854645,1
Highlander: The Final Dimension,Highlander,0.46515563130378723,2
Highlander: The Final Dimension,Just Visiting,0.46160969138145447,3
Highlander: The Final Dimension,Mortal Kombat,0.45775145292282104,4
Highlander: The Final Dimension,The Sorcerer's Apprentice,0.45645958185195923,5
Highlander: The Final Dimension,The Secret of Kells,0.45415785908699036,6
Highlander: The Final Dimension,Ong Bak 2,0.44117313623428345,7
Highlander: The Final Dimension,Ninja Assassin,0.4349974989891052,8
Highlander: The Final Dimension,Akira,0.43471813201904297,9
Highlander: The Final Dimension,Lone Wolf McQuade,0.4292108118534088,10
Blood and Wine,Small Time Crooks,0.5843029022216797,1
Blood and Wine,The Score,0.5589057207107544,2
Blood and Wine,Should've Been Romeo,0.5469584465026855,3
Blood and Wine,Cheap Thrills,0.5343872308731079,4
Blood and Wine,Heist,0.5298354029655457,5
Blood and Wine,Identity Thief,0.51179039478302,6
Blood and Wine,Arbitrage,0.5073850750923157,7
Blood and Wine,Ransom,0.506220281124115,8
Blood and Wine,Light Sleeper,0.5046367645263672,9
Blood and Wine,Imagine That,0.5036522150039673,10
Snow White: A Tale of Terror,Boyhood,0.49780258536338806,1
Snow White: A Tale of Terror,Anastasia,0.4711029529571533,2
Snow White: A Tale of Terror,Mirrormask,0.4621732532978058,3
Snow White: A Tale of Terror,The Women,0.4590977430343628,4
Snow White: A Tale of Terror,Raising Victor Vargas,0.45690855383872986,5
Snow White: A Tale of Terror,Intolerance,0.4518206715583801,6
Snow White: A Tale of Terror,To Write Love on Her Arms,0.44969087839126587,7
Snow White: A Tale of Terror,Dreaming of Joseph Lees,0.449658066034317,8
Snow White: A Tale of Terror,The Woman in Black,0.4483574628829956,9
Snow White: A Tale of Terror,Maleficent,0.4481355845928192,10
The Curse of the Jade Scorpion,High Crimes,0.47770068049430847,1
The Curse of the Jade Scorpion,Burn After Reading,0.475941002368927,2
The Curse of the Jade Scorpion,The Heat,0.4728626608848572,3
The Curse of the Jade Scorpion,Miss Congeniality 2: Armed and Fabulous,0.45832520723342896,4
The Curse of the Jade Scorpion,Ghost,0.44342535734176636,5
The Curse of the Jade Scorpion,"Legally Blonde 2: Red, White & Blonde",0.42889997363090515,6
The Curse of the Jade Scorpion,The Dilemma,0.4283353090286255,7
The Curse of the Jade Scorpion,Extract,0.428244411945343,8
The Curse of the Jade Scorpion,Duplicity,0.4260205328464508,9
The Curse of the Jade Scorpion,In Good Company,0.41968095302581787,10
Accidental Love,Closer,0.5344213843345642,1
Accidental Love,Fly Me to the Moon,0.5161558389663696,2
Accidental Love,Say It Isn't So,0.4803086817264557,3
Accidental Love,The Cry of the Owl,0.47619765996932983,4
Accidental Love,Endless Love,0.46776083111763,5
Accidental Love,Among Giants,0.45990368723869324,6
Accidental Love,Love Stinks,0.4585971236228943,7
Accidental Love,How Do You Know,0.4565795063972473,8
Accidental Love,Flipped,0.44993552565574646,9
Accidental Love,The Blue Room,0.44780272245407104,10
Flipper,The Squid and the Whale,0.4978832006454468,1
Flipper,Coraline,0.49620798230171204,2
Flipper,A Shine of Rainbows,0.48972395062446594,3
Flipper,Fast Times at Ridgemont High,0.48830708861351013,4
Flipper,Barney's Great Adventure,0.4750533699989319,5
Flipper,Finding Nemo,0.4725413918495178,6
Flipper,Eye of the Dolphin,0.46942827105522156,7
Flipper,Escobar: Paradise Lost,0.4612986147403717,8
Flipper,Ace Ventura: Pet Detective,0.45926129817962646,9
Flipper,Blue Ruin,0.4568813145160675,10
Self/less,White Noise 2: The Light,0.5722977519035339,1
Self/less,Extreme Measures,0.5458967089653015,2
Self/less,Death at a Funeral,0.5315119028091431,3
Self/less,Godsend,0.5294356942176819,4
Self/less,Pathology,0.5186366438865662,5
Self/less,Anatomy,0.503360390663147,6
Self/less,Original Sin,0.4891320466995239,7
Self/less,Flatliners,0.4859344959259033,8
Self/less,The Dead Girl,0.4829075038433075,9
Self/less,Down to Earth,0.4823012053966522,10
The Constant Gardener,Jason Bourne,0.4451785683631897,1
The Constant Gardener,3 Days to Kill,0.4228982925415039,2
The Constant Gardener,Tinker Tailor Soldier Spy,0.4218157231807709,3
The Constant Gardener,The Firm,0.41430941224098206,4
The Constant Gardener,Scoop,0.41359978914260864,5
The Constant Gardener,Alone in the Dark,0.41102907061576843,6
The Constant Gardener,Snake Eyes,0.40914386510849,7
The Constant Gardener,An Ideal Husband,0.4051494300365448,8
The Constant Gardener,Edge of Darkness,0.39866045117378235,9
The Constant Gardener,The Tailor of Panama,0.39566418528556824,10
The Passion of the Christ,The Believer,0.4939422607421875,1
The Passion of the Christ,The Visual Bible: The Gospel of John,0.45550042390823364,2
The Passion of the Christ,The Young Messiah,0.44195815920829773,3
The Passion of the Christ,The Last Temptation of Christ,0.43721503019332886,4
The Passion of the Christ,The Greatest Story Ever Told,0.42233404517173767,5
The Passion of the Christ,Gory Gory Hallelujah,0.41617459058761597,6
The Passion of the Christ,The Act of Killing,0.4102495014667511,7
The Passion of the Christ,Hard to Be a God,0.3888597786426544,8
The Passion of the Christ,"Gandhi, My Father",0.3783007860183716,9
The Passion of the Christ,Water,0.3758527934551239,10
Mrs. Doubtfire,Daddy's Home,0.5426092743873596,1
Mrs. Doubtfire,Big Daddy,0.5108471512794495,2
Mrs. Doubtfire,The Shaggy Dog,0.5004085302352905,3
Mrs. Doubtfire,Domestic Disturbance,0.4978170692920685,4
Mrs. Doubtfire,Cheap Thrills,0.49656927585601807,5
Mrs. Doubtfire,Departure,0.4904027283191681,6
Mrs. Doubtfire,Nicholas Nickleby,0.4864298701286316,7
Mrs. Doubtfire,Home Fries,0.4810451567173004,8
Mrs. Doubtfire,That's My Boy,0.4787360727787018,9
Mrs. Doubtfire,Cat on a Hot Tin Roof,0.46495065093040466,10
Rain Man,The Young Unknowns,0.508678138256073,1
Rain Man,Old Dogs,0.46020472049713135,2
Rain Man,Real Steel,0.4516214430332184,3
Rain Man,Hide and Seek,0.4467715322971344,4
Rain Man,Charlie St. Cloud,0.4343991279602051,5
Rain Man,Nicholas Nickleby,0.4332394003868103,6
Rain Man,Radio Flyer,0.4305209815502167,7
Rain Man,Stoker,0.42335209250450134,8
Rain Man,Mr. Bean's Holiday,0.42032891511917114,9
Rain Man,Urbania,0.41933539509773254,10
Gran Torino,Lords of London,0.4380854666233063,1
Gran Torino,The Boy in the Striped Pyjamas,0.42986661195755005,2
Gran Torino,Sexy Beast,0.4148293435573578,3
Gran Torino,West Side Story,0.4132848083972931,4
Gran Torino,Penguins of Madagascar,0.4101240634918213,5
Gran Torino,Ghost Dog: The Way of the Samurai,0.4100613594055176,6
Gran Torino,Black Rain,0.4005405604839325,7
Gran Torino,The Last Godfather,0.3962714672088623,8
Gran Torino,Freddy Got Fingered,0.39363589882850647,9
Gran Torino,A Nightmare on Elm Street,0.3916056752204895,10
W.,Fahrenheit 9/11,0.4130691587924957,1
W.,Capitalism: A Love Story,0.38488373160362244,2
W.,2016: Obama's America,0.37015610933303833,3
W.,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0.35304248332977295,4
W.,The American President,0.3429446220397949,5
W.,The Devil's Double,0.33081331849098206,6
W.,Nixon,0.32294562458992004,7
W.,Rosewater,0.31873297691345215,8
W.,"Peace, Propaganda & the Promised Land",0.31276050209999084,9
W.,Vantage Point,0.3106176257133484,10
Taken,Trade Of Innocents,0.6034103035926819,1
Taken,Ransom,0.5584822297096252,2
Taken,Witless Protection,0.5582102537155151,3
Taken,Bang,0.5544037818908691,4
Taken,Man on Fire,0.5464028120040894,5
Taken,Safe,0.5426624417304993,6
Taken,Civil Brand,0.5343477725982666,7
Taken,National Lampoon's Loaded Weapon 1,0.5311122536659241,8
Taken,Trade,0.5285561084747314,9
Taken,Identity Thief,0.5240040421485901,10
The Best of Me,The Best Man Holiday,0.5919478535652161,1
The Best of Me,Why Did I Get Married Too?,0.5691218376159668,2
The Best of Me,Young Adult,0.5403423309326172,3
The Best of Me,American Reunion,0.5211524367332458,4
The Best of Me,Grown Ups,0.5186020731925964,5
The Best of Me,Into the Grizzly Maze,0.5121673941612244,6
The Best of Me,A Lot Like Love,0.510874330997467,7
The Best of Me,Don McKay,0.5082821249961853,8
The Best of Me,Serendipity,0.501818835735321,9
The Best of Me,Conversations with Other Women,0.49038609862327576,10
The Bodyguard,Man on Fire,0.5441482067108154,1
The Bodyguard,Hot Pursuit,0.5242578983306885,2
The Bodyguard,Knight and Day,0.5177543759346008,3
The Bodyguard,Defendor,0.5115013122558594,4
The Bodyguard,Straightheads,0.5073093175888062,5
The Bodyguard,In the Company of Men,0.5026550889015198,6
The Bodyguard,Compliance,0.5012542605400085,7
The Bodyguard,Cypher,0.5002769231796265,8
The Bodyguard,Face/Off,0.49515095353126526,9
The Bodyguard,A Low Down Dirty Shame,0.4943508803844452,10
Schindler's List,The Believer,0.5416742563247681,1
Schindler's List,The Great Escape,0.5180542469024658,2
Schindler's List,The Book Thief,0.49966540932655334,3
Schindler's List,The Baader Meinhof Complex,0.49213138222694397,4
Schindler's List,Woman in Gold,0.49126917123794556,5
Schindler's List,Sholem Aleichem: Laughing In The Darkness,0.4860652685165405,6
Schindler's List,Valkyrie,0.4832685589790344,7
Schindler's List,Good,0.4805966317653656,8
Schindler's List,The Boy in the Striped Pyjamas,0.4685816466808319,9
Schindler's List,The Railway Man,0.4669148623943329,10
The Help,Guess Who,0.5069829821586609,1
The Help,The Maid's Room,0.501238226890564,2
The Help,The Color Purple,0.4924108386039734,3
The Help,Civil Brand,0.4730561375617981,4
The Help,Far from Heaven,0.4685055613517761,5
The Help,Intolerance,0.46026715636253357,6
The Help,Mother and Child,0.4548528790473938,7
The Help,August: Osage County,0.445844829082489,8
The Help,Precious,0.44249916076660156,9
The Help,Spanglish,0.4410140812397003,10
The Fifth Estate,Hackers,0.40915387868881226,1
The Fifth Estate,The Social Network,0.4001709818840027,2
The Fifth Estate,Jason Bourne,0.39921069145202637,3
The Fifth Estate,Area 51,0.375628799200058,4
The Fifth Estate,Pulse,0.36342906951904297,5
The Fifth Estate,Fair Game,0.3596602976322174,6
The Fifth Estate,Network,0.35954993963241577,7
The Fifth Estate,Fahrenheit 9/11,0.35877227783203125,8
The Fifth Estate,The Green Hornet,0.3550070822238922,9
The Fifth Estate,Angels & Demons,0.35308873653411865,10
Scooby-Doo 2: Monsters Unleashed,Scooby-Doo,0.5874360799789429,1
Scooby-Doo 2: Monsters Unleashed,Halloween 4: The Return of Michael Myers,0.5055749416351318,2
Scooby-Doo 2: Monsters Unleashed,Angels & Demons,0.4799043536186218,3
Scooby-Doo 2: Monsters Unleashed,Halloween III: Season of the Witch,0.47013235092163086,4
Scooby-Doo 2: Monsters Unleashed,Watchmen,0.46160009503364563,5
Scooby-Doo 2: Monsters Unleashed,Saw V,0.4507783055305481,6
Scooby-Doo 2: Monsters Unleashed,All Superheroes Must Die,0.44618797302246094,7
Scooby-Doo 2: Monsters Unleashed,FearDotCom,0.4447852671146393,8
Scooby-Doo 2: Monsters Unleashed,Mad City,0.4410683214664459,9
Scooby-Doo 2: Monsters Unleashed,Hackers,0.44007933139801025,10
Forbidden Kingdom,Journey to the Center of the Earth,0.43860334157943726,1
Forbidden Kingdom,The Brothers Grimm,0.43846216797828674,2
Forbidden Kingdom,Holes,0.4171009957790375,3
Forbidden Kingdom,The Polar Express,0.40826553106307983,4
Forbidden Kingdom,Prometheus,0.4045545160770416,5
Forbidden Kingdom,Enter Nowhere,0.3896823823451996,6
Forbidden Kingdom,The Mothman Prophecies,0.3875884413719177,7
Forbidden Kingdom,Stardust,0.3829707205295563,8
Forbidden Kingdom,Into the Woods,0.3829100430011749,9
Forbidden Kingdom,The Witch,0.38139477372169495,10
Freddy vs. Jason,A Nightmare on Elm Street 4: The Dream Master,0.788600742816925,1
Freddy vs. Jason,A Nightmare on Elm Street Part 2: Freddy's Revenge,0.7726636528968811,2
Freddy vs. Jason,Freddy's Dead: The Final Nightmare,0.7009366154670715,3
Freddy vs. Jason,A Nightmare on Elm Street 3: Dream Warriors,0.6605141162872314,4
Freddy vs. Jason,A Nightmare on Elm Street,0.5806881189346313,5
Freddy vs. Jason,A Nightmare on Elm Street 5: The Dream Child,0.579338014125824,6
Freddy vs. Jason,New Nightmare,0.5349589586257935,7
Freddy vs. Jason,Monster House,0.5235825777053833,8
Freddy vs. Jason,Jason Goes to Hell: The Final Friday,0.49239876866340637,9
Freddy vs. Jason,Hellboy II: The Golden Army,0.48480403423309326,10
The Face of an Angel,Suspect Zero,0.5885042548179626,1
The Face of an Angel,All Good Things,0.5826119184494019,2
The Face of an Angel,Midnight in the Garden of Good and Evil,0.5610801577568054,3
The Face of an Angel,The Trials Of Darryl Hunt,0.5556844472885132,4
The Face of an Angel,National Lampoon's Loaded Weapon 1,0.5466741323471069,5
The Face of an Angel,Righteous Kill,0.5433770418167114,6
The Face of an Angel,Valley of the Heart's Delight,0.5352179408073425,7
The Face of an Angel,The Hunting Party,0.5341538786888123,8
The Face of an Angel,Kill the Messenger,0.5252532362937927,9
The Face of an Angel,Shooter,0.5220077037811279,10
Jimmy Neutron: Boy Genius,Bubble Boy,0.5019108057022095,1
Jimmy Neutron: Boy Genius,The Animal,0.49306726455688477,2
Jimmy Neutron: Boy Genius,X2,0.470488578081131,3
Jimmy Neutron: Boy Genius,Muppets from Space,0.45409247279167175,4
Jimmy Neutron: Boy Genius,Jackass: The Movie,0.45326128602027893,5
Jimmy Neutron: Boy Genius,TRON: Legacy,0.45014992356300354,6
Jimmy Neutron: Boy Genius,Treasure Planet,0.448111891746521,7
Jimmy Neutron: Boy Genius,Repo Man,0.4461030662059784,8
Jimmy Neutron: Boy Genius,Mr. Peabody & Sherman,0.4288492500782013,9
Jimmy Neutron: Boy Genius,xXx,0.4278281629085541,10
Cloverfield,C.H.U.D.,0.5282397270202637,1
Cloverfield,Unfriended,0.5270805358886719,2
Cloverfield,Brooklyn Rules,0.508594274520874,3
Cloverfield,A Nightmare on Elm Street,0.5011187791824341,4
Cloverfield,The Funeral,0.4997466802597046,5
Cloverfield,A Most Violent Year,0.4992615878582001,6
Cloverfield,"Run, Hide, Die",0.489288866519928,7
Cloverfield,Cube,0.48491302132606506,8
Cloverfield,Scream,0.484235018491745,9
Cloverfield,Vamps,0.48282262682914734,10
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,TMNT,0.6668903827667236,1
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles: Out of the Shadows,0.6202367544174194,2
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles,0.4826158583164215,3
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles III,0.46974462270736694,4
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,X-Men: Apocalypse,0.4688203036785126,5
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,X-Men: Days of Future Past,0.44057196378707886,6
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,A Turtle's Tale: Sammy's Adventures,0.39024412631988525,7
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,The Tale of Despereaux,0.3717113137245178,8
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Superhero Movie,0.36632078886032104,9
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,DragonHeart,0.3660067021846771,10
The Untouchables,The Bad Lieutenant: Port of Call - New Orleans,0.44132786989212036,1
The Untouchables,The Devil's Own,0.4368554949760437,2
The Untouchables,Speed,0.42070111632347107,3
The Untouchables,Things to Do in Denver When You're Dead,0.41732853651046753,4
The Untouchables,Gun Shy,0.4151071608066559,5
The Untouchables,Machete Kills,0.4148642420768738,6
The Untouchables,The Boondock Saints II: All Saints Day,0.41182640194892883,7
The Untouchables,Zipper,0.40606823563575745,8
The Untouchables,Assault on Precinct 13,0.39800676703453064,9
The Untouchables,8 Heads in a Duffel Bag,0.3979531228542328,10
No Country for Old Men,Suspect Zero,0.5674259662628174,1
No Country for Old Men,From a Whisper to a Scream,0.5112866163253784,2
No Country for Old Men,Beverly Hills Cop III,0.5095966458320618,3
No Country for Old Men,"Big Mommas: Like Father, Like Son",0.5085160732269287,4
No Country for Old Men,Out of Sight,0.5052803754806519,5
No Country for Old Men,FearDotCom,0.5044754147529602,6
No Country for Old Men,The Replacement Killers,0.5011807084083557,7
No Country for Old Men,The Punisher,0.4997941553592682,8
No Country for Old Men,Zodiac,0.49911823868751526,9
No Country for Old Men,Face/Off,0.49601536989212036,10
Ride Along,Ride Along 2,0.5707414746284485,1
Ride Along,A Low Down Dirty Shame,0.5514340996742249,2
Ride Along,Firestorm,0.49809467792510986,3
Ride Along,See Spot Run,0.4752079248428345,4
Ride Along,Swimfan,0.47118476033210754,5
Ride Along,Paul Blart: Mall Cop,0.4698489010334015,6
Ride Along,The Apparition,0.46341565251350403,7
Ride Along,In Too Deep,0.4611094295978546,8
Ride Along,The Wicked Lady,0.4545569121837616,9
Ride Along,The Heat,0.4518604278564453,10
Bridget Jones's Diary,Bridget Jones: The Edge of Reason,0.609569251537323,1
Bridget Jones's Diary,Identity Thief,0.48958060145378113,2
Bridget Jones's Diary,Goddess of Love,0.48267969489097595,3
Bridget Jones's Diary,The Woman in Black,0.48259422183036804,4
Bridget Jones's Diary,The Counselor,0.4790620505809784,5
Bridget Jones's Diary,The Pirate,0.4780634343624115,6
Bridget Jones's Diary,A Low Down Dirty Shame,0.46980202198028564,7
Bridget Jones's Diary,Dumb and Dumber,0.4551135301589966,8
Bridget Jones's Diary,Whatever Works,0.4529767334461212,9
Bridget Jones's Diary,Bringing Down the House,0.45232370495796204,10
Chocolat,Intolerance,0.48491328954696655,1
Chocolat,The Blue Bird,0.4807818531990051,2
Chocolat,One to Another,0.47257232666015625,3
Chocolat,Savva. Heart of the Warrior,0.46684446930885315,4
Chocolat,Chocolate: Deep Dark Secrets,0.46615907549858093,5
Chocolat,The Brave Little Toaster,0.45709070563316345,6
Chocolat,Escape from Tomorrow,0.44902148842811584,7
Chocolat,Coraline,0.4467669725418091,8
Chocolat,Into the Woods,0.4426063895225525,9
Chocolat,Hoodwinked!,0.44131985306739807,10
"Legally Blonde 2: Red, White & Blonde",Legally Blonde,0.5046929121017456,1
"Legally Blonde 2: Red, White & Blonde",The Heat,0.48530814051628113,2
"Legally Blonde 2: Red, White & Blonde",Bad Teacher,0.45522090792655945,3
"Legally Blonde 2: Red, White & Blonde",Miss Congeniality,0.4529901444911957,4
"Legally Blonde 2: Red, White & Blonde",Two Weeks Notice,0.4471262991428375,5
"Legally Blonde 2: Red, White & Blonde",Striptease,0.4302836060523987,6
"Legally Blonde 2: Red, White & Blonde",The Curse of the Jade Scorpion,0.42889997363090515,7
"Legally Blonde 2: Red, White & Blonde",The Proposal,0.40741845965385437,8
"Legally Blonde 2: Red, White & Blonde",The East,0.4053844213485718,9
"Legally Blonde 2: Red, White & Blonde",Mona Lisa Smile,0.4049120247364044,10
Parental Guidance,Because I Said So,0.5157164931297302,1
Parental Guidance,Barney's Great Adventure,0.5080689787864685,2
Parental Guidance,Trust,0.48798781633377075,3
Parental Guidance,The Wild Thornberrys Movie,0.47429943084716797,4
Parental Guidance,This Is 40,0.4735100567340851,5
Parental Guidance,Trucker,0.46943315863609314,6
Parental Guidance,Away We Go,0.4626077115535736,7
Parental Guidance,Zathura: A Space Adventure,0.4594288468360901,8
Parental Guidance,Never Let Me Go,0.45689383149147034,9
Parental Guidance,Scary Movie 5,0.45241010189056396,10
No Strings Attached,Bride Wars,0.4945317208766937,1
No Strings Attached,Made of Honor,0.4860924482345581,2
No Strings Attached,Keeping the Faith,0.48564642667770386,3
No Strings Attached,Notes on a Scandal,0.48002851009368896,4
No Strings Attached,Something Borrowed,0.47829869389533997,5
No Strings Attached,Celeste & Jesse Forever,0.46162059903144836,6
No Strings Attached,When Harry Met Sally...,0.45657703280448914,7
No Strings Attached,Bridesmaids,0.4553922712802887,8
No Strings Attached,A Home at the End of the World,0.45382341742515564,9
No Strings Attached,Love Stinks,0.45134156942367554,10
Tombstone,Wyatt Earp,0.7010186910629272,1
Tombstone,The Dukes of Hazzard,0.41339829564094543,2
Tombstone,The Legend of Hell's Gate: An American Conspiracy,0.41328802704811096,3
Tombstone,Passchendaele,0.3872564435005188,4
Tombstone,The Black Dahlia,0.38608065247535706,5
Tombstone,The Last Stand,0.3847220540046692,6
Tombstone,The Man Who Shot Liberty Valance,0.37848660349845886,7
Tombstone,Return of the Living Dead 3,0.3762325644493103,8
Tombstone,Takers,0.3760448396205902,9
Tombstone,Bill & Ted's Excellent Adventure,0.37561869621276855,10
Romeo Must Die,Crash,0.5419062376022339,1
Romeo Must Die,Broken Horses,0.5246603488922119,2
Romeo Must Die,Straight Outta Compton,0.48653873801231384,3
Romeo Must Die,Dear Wendy,0.4833196699619293,4
Romeo Must Die,Fled,0.4555838704109192,5
Romeo Must Die,Mad Max,0.45163944363594055,6
Romeo Must Die,Silverado,0.4513093829154968,7
Romeo Must Die,On The Downlow,0.44617947936058044,8
Romeo Must Die,3:10 to Yuma,0.42907431721687317,9
Romeo Must Die,Kung Fu Hustle,0.4281582832336426,10
The Omen,The Beastmaster,0.4923158288002014,1
The Omen,Lost Souls,0.4897754192352295,2
The Omen,Flirting with Disaster,0.4644995927810669,3
The Omen,Seventh Son,0.46360576152801514,4
The Omen,Frailty,0.44700461626052856,5
The Omen,Paranormal Activity 2,0.43237534165382385,6
The Omen,Godsend,0.4319300651550293,7
The Omen,Hearts in Atlantis,0.4303610026836395,8
The Omen,Home Fries,0.424812376499176,9
The Omen,When Did You Last See Your Father?,0.4218025207519531,10
Final Destination 3,Soul Survivors,0.5684131979942322,1
Final Destination 3,The Final Destination,0.5372395515441895,2
Final Destination 3,Flatliners,0.5110276937484741,3
Final Destination 3,Stay Alive,0.5049698948860168,4
Final Destination 3,Final Destination,0.4961400628089905,5
Final Destination 3,ATL,0.4826362133026123,6
Final Destination 3,The Cell,0.4813636541366577,7
Final Destination 3,They,0.4798380434513092,8
Final Destination 3,Now Is Good,0.47921958565711975,9
Final Destination 3,Saw,0.4789809286594391,10
The Lucky One,X-Men Origins: Wolverine,0.519944429397583,1
The Lucky One,The Twilight Saga: Eclipse,0.5164544582366943,2
The Lucky One,Charlie St. Cloud,0.5072115659713745,3
The Lucky One,Body Double,0.47955337166786194,4
The Lucky One,Ordinary People,0.4741531014442444,5
The Lucky One,Remember Me,0.4699835777282715,6
The Lucky One,The Messenger,0.4682508409023285,7
The Lucky One,The Men Who Stare at Goats,0.4626859724521637,8
The Lucky One,Dear John,0.46176353096961975,9
The Lucky One,In the Land of Women,0.46106499433517456,10
Bridge to Terabithia,The Assassination of Jesse James by the Coward Robert Ford,0.4357944428920746,1
Bridge to Terabithia,Race,0.43558844923973083,2
Bridge to Terabithia,The Glass House,0.43360236287117004,3
Bridge to Terabithia,The Nutty Professor,0.4324794113636017,4
