movie1,movie2,weight
arsenic and old lace (1944),"godfather, the (1972)",4
arsenic and old lace (1944),"godfather: part ii, the (1974)",3
arsenic and old lace (1944),goldeneye (1995),2
arsenic and old lace (1944),"good morning, vietnam (1987)",2
arsenic and old lace (1944),"graduate, the (1967)",2
arsenic and old lace (1944),"hunt for red october, the (1990)",3
arsenic and old lace (1944),independence day (a.k.a. id4) (1996),4
arsenic and old lace (1944),jurassic park (1993),4
arsenic and old lace (1944),"killing fields, the (1984)",2
arsenic and old lace (1944),l.a. confidential (1997),5
arsenic and old lace (1944),"maltese falcon, the (1941)",8
arsenic and old lace (1944),manhattan (1979),6
arsenic and old lace (1944),"mask, the (1994)",2
arsenic and old lace (1944),"matrix, the (1999)",4
arsenic and old lace (1944),men in black (a.k.a. mib) (1997),3
arsenic and old lace (1944),mission: impossible (1996),3
arsenic and old lace (1944),modern times (1936),3
arsenic and old lace (1944),patriot games (1992),2
arsenic and old lace (1944),platoon (1986),2
arsenic and old lace (1944),psycho (1960),6
arsenic and old lace (1944),rear window (1954),6
arsenic and old lace (1944),rebecca (1940),2
arsenic and old lace (1944),"rock, the (1996)",3
arsenic and old lace (1944),rosemary's baby (1968),3
arsenic and old lace (1944),saving private ryan (1998),3
arsenic and old lace (1944),schindler's list (1993),6
arsenic and old lace (1944),"silence of the lambs, the (1991)",6
arsenic and old lace (1944),star wars: episode iv - a new hope (1977),4
arsenic and old lace (1944),star wars: episode v - the empire strikes back (1980),5
arsenic and old lace (1944),star wars: episode vi - return of the jedi (1983),6
arsenic and old lace (1944),sunset blvd. (a.k.a. sunset boulevard) (1950),3
arsenic and old lace (1944),taxi driver (1976),3
arsenic and old lace (1944),terminator 2: judgment day (1991),3
arsenic and old lace (1944),"thin red line, the (1998)",2
arsenic and old lace (1944),"third man, the (1949)",3
arsenic and old lace (1944),"thomas crown affair, the (1999)",3
arsenic and old lace (1944),"three musketeers, the (1993)",2
arsenic and old lace (1944),vertigo (1958),3
arsenic and old lace (1944),who framed roger rabbit? (1988),3
beetlejuice (1988),"big chill, the (1983)",2
beetlejuice (1988),blue velvet (1986),3
beetlejuice (1988),braveheart (1995),10
beetlejuice (1988),casablanca (1942),6
beetlejuice (1988),chinatown (1974),4
beetlejuice (1988),"client, the (1994)",3
beetlejuice (1988),con air (1997),2
beetlejuice (1988),courage under fire (1996),2
beetlejuice (1988),"crying game, the (1992)",3
beetlejuice (1988),dangerous liaisons (1988),2
beetlejuice (1988),"dirty dozen, the (1967)",2
beetlejuice (1988),dr. strangelove or: how i learned to stop worrying and love the bomb (1964),9
beetlejuice (1988),"english patient, the (1996)",2
beetlejuice (1988),everest (1998),2
beetlejuice (1988),"game, the (1997)",7
beetlejuice (1988),henry v (1989),2
beetlejuice (1988),"killing fields, the (1984)",2
beetlejuice (1988),manhattan (1979),2
beetlejuice (1988),modern times (1936),2
beetlejuice (1988),patriot games (1992),2
beetlejuice (1988),platoon (1986),3
beetlejuice (1988),rear window (1954),5
beetlejuice (1988),rebecca (1940),2
beetlejuice (1988),rosemary's baby (1968),2
beetlejuice (1988),saving private ryan (1998),13
beetlejuice (1988),schindler's list (1993),12
beetlejuice (1988),strictly ballroom (1992),3
beetlejuice (1988),sunset blvd. (a.k.a. sunset boulevard) (1950),4
beetlejuice (1988),taxi driver (1976),5
beetlejuice (1988),"thin red line, the (1998)",3
beetlejuice (1988),"three musketeers, the (1993)",2
beetlejuice (1988),time bandits (1981),2
beetlejuice (1988),vertigo (1958),3
bent (1997),"english patient, the (1996)",2
bent (1997),schindler's list (1993),2
bent (1997),smilla's sense of snow (1997),2
"big chill, the (1983)",blade runner (1982),2
"big chill, the (1983)",braveheart (1995),2
"big chill, the (1983)",casablanca (1942),3
"big chill, the (1983)",chinatown (1974),2
"big chill, the (1983)","deer hunter, the (1978)",2
"big chill, the (1983)","dirty dozen, the (1967)",2
"big chill, the (1983)",dr. strangelove or: how i learned to stop worrying and love the bomb (1964),2
"big chill, the (1983)",e.t. the extra-terrestrial (1982),2
"big chill, the (1983)","english patient, the (1996)",2
"big chill, the (1983)",face/off (1997),2
"big chill, the (1983)",fargo (1996),4
"big chill, the (1983)","godfather, the (1972)",2
"big chill, the (1983)","godfather: part ii, the (1974)",2
"big chill, the (1983)","good morning, vietnam (1987)",2
"big chill, the (1983)","graduate, the (1967)",4
"big chill, the (1983)",independence day (a.k.a. id4) (1996),2
"big chill, the (1983)",jurassic park (1993),2
"big chill, the (1983)","maltese falcon, the (1941)",2
"big chill, the (1983)",manhattan (1979),3
"big chill, the (1983)","mask, the (1994)",2
"big chill, the (1983)",men in black (a.k.a. mib) (1997),3
"big chill, the (1983)",notting hill (1999),2
"big chill, the (1983)",psycho (1960),2
"big chill, the (1983)",rear window (1954),2
"big chill, the (1983)",saving private ryan (1998),4
"big chill, the (1983)",schindler's list (1993),3
"big chill, the (1983)","silence of the lambs, the (1991)",5
"big chill, the (1983)",star wars: episode iv - a new hope (1977),4
"big chill, the (1983)",star wars: episode v - the empire strikes back (1980),2
"big chill, the (1983)",strictly ballroom (1992),2
"big chill, the (1983)",sunset blvd. (a.k.a. sunset boulevard) (1950),2
"big chill, the (1983)",taxi driver (1976),4
"big chill, the (1983)",terminator 2: judgment day (1991),2
"big chill, the (1983)","thin red line, the (1998)",2
"big chill, the (1983)",vertigo (1958),2
blade runner (1982),blue velvet (1986),5
blade runner (1982),"bridge on the river kwai, the (1957)",10
blade runner (1982),"bridges of madison county, the (1995)",7
blade runner (1982),"client, the (1994)",10
blade runner (1982),con air (1997),6
blade runner (1982),"crying game, the (1992)",13
blade runner (1982),dangerous liaisons (1988),5
blade runner (1982),dick tracy (1990),2
blade runner (1982),"dirty dozen, the (1967)",2
blade runner (1982),doctor zhivago (1965),2
blade runner (1982),"english patient, the (1996)",11
blade runner (1982),from here to eternity (1953),2
blade runner (1982),"game, the (1997)",14
blade runner (1982),"good morning, vietnam (1987)",2
blade runner (1982),henry v (1989),6
blade runner (1982),"hunt for red october, the (1990)",19
blade runner (1982),jfk (1991),3
blade runner (1982),lesson faust (1994),2
blade runner (1982),manhattan (1979),6
blade runner (1982),patriot games (1992),4
blade runner (1982),rebecca (1940),7
blade runner (1982),richard iii (1995),4
blade runner (1982),smilla's sense of snow (1997),2
blade runner (1982),sunset blvd. (a.k.a. sunset boulevard) (1950),11
blade runner (1982),who framed roger rabbit? (1988),6
blade runner (1982),witness (1985),4
blue velvet (1986),"boot, das (boat, the) (1981)",5
blue velvet (1986),braveheart (1995),7
blue velvet (1986),casablanca (1942),6
blue velvet (1986),chinatown (1974),8
blue velvet (1986),"crying game, the (1992)",4
blue velvet (1986),dangerous liaisons (1988),2
blue velvet (1986),"deer hunter, the (1978)",6
blue velvet (1986),dial m for murder (1954),3
blue velvet (1986),"dirty dozen, the (1967)",2
blue velvet (1986),doctor zhivago (1965),2
blue velvet (1986),dr. strangelove or: how i learned to stop worrying and love the bomb (1964),7
blue velvet (1986),e.t. the extra-terrestrial (1982),3
blue velvet (1986),"english patient, the (1996)",2
blue velvet (1986),everest (1998),2
blue velvet (1986),face/off (1997),2
blue velvet (1986),fargo (1996),13
blue velvet (1986),"french connection, the (1971)",2
blue velvet (1986),from here to eternity (1953),2
blue velvet (1986),full metal jacket (1987),9
blue velvet (1986),"game, the (1997)",4
blue velvet (1986),"godfather, the (1972)",13
blue velvet (1986),"godfather: part ii, the (1974)",9
blue velvet (1986),goldeneye (1995),2
blue velvet (1986),"good morning, vietnam (1987)",2
blue velvet (1986),"graduate, the (1967)",8
blue velvet (1986),henry v (1989),2
blue velvet (1986),"hunt for red october, the (1990)",3
blue velvet (1986),independence day (a.k.a. id4) (1996),4
blue velvet (1986),jurassic park (1993),6
blue velvet (1986),"killing fields, the (1984)",2
blue velvet (1986),l.a. confidential (1997),9
blue velvet (1986),lord of the flies (1963),2
blue velvet (1986),"maltese falcon, the (1941)",3
blue velvet (1986),manhattan (1979),5
blue velvet (1986),"mask, the (1994)",3
blue velvet (1986),"matrix, the (1999)",12
blue velvet (1986),men in black (a.k.a. mib) (1997),3
blue velvet (1986),mission: impossible (1996),2
blue velvet (1986),modern times (1936),2
blue velvet (1986),notting hill (1999),2
blue velvet (1986),patriot games (1992),2
blue velvet (1986),platoon (1986),3
blue velvet (1986),psycho (1960),10
blue velvet (1986),rear window (1954),9
blue velvet (1986),repulsion (1965),2
blue velvet (1986),rosemary's baby (1968),6
blue velvet (1986),saving private ryan (1998),5
blue velvet (1986),schindler's list (1993),7
blue velvet (1986),"silence of the lambs, the (1991)",9
blue velvet (1986),star wars: episode iv - a new hope (1977),8
blue velvet (1986),star wars: episode v - the empire strikes back (1980),5
blue velvet (1986),star wars: episode vi - return of the jedi (1983),6
blue velvet (1986),sunset blvd. (a.k.a. sunset boulevard) (1950),3
blue velvet (1986),taxi driver (1976),14
blue velvet (1986),terminator 2: judgment day (1991),6
blue velvet (1986),"thin red line, the (1998)",2
blue velvet (1986),"third man, the (1949)",4
blue velvet (1986),"thomas crown affair, the (1999)",2
blue velvet (1986),tomorrow never dies (1997),2
blue velvet (1986),vertigo (1958),9
blue velvet (1986),who framed roger rabbit? (1988),4
"boot, das (boat, the) (1981)","bridge on the river kwai, the (1957)",5
"boot, das (boat, the) (1981)",con air (1997),2
"boot, das (boat, the) (1981)","crying game, the (1992)",6
"boot, das (boat, the) (1981)",dangerous liaisons (1988),2
"boot, das (boat, the) (1981)","deer hunter, the (1978)",5
"boot, das (boat, the) (1981)",dial m for murder (1954),4
"boot, das (boat, the) (1981)","dirty dozen, the (1967)",2
"boot, das (boat, the) (1981)",e.t. the extra-terrestrial (1982),9
"boot, das (boat, the) (1981)","english patient, the (1996)",7
"boot, das (boat, the) (1981)",face/off (1997),6
"boot, das (boat, the) (1981)","french connection, the (1971)",4
"boot, das (boat, the) (1981)","game, the (1997)",5
"boot, das (boat, the) (1981)",goldeneye (1995),6
"boot, das (boat, the) (1981)","good morning, vietnam (1987)",2
"boot, das (boat, the) (1981)","graduate, the (1967)",11
"boot, das (boat, the) (1981)",henry v (1989),3
"boot, das (boat, the) (1981)","hunt for red october, the (1990)",6
"boot, das (boat, the) (1981)","killing fields, the (1984)",3
"boot, das (boat, the) (1981)",manhattan (1979),5
"boot, das (boat, the) (1981)","mask, the (1994)",2
"boot, das (boat, the) (1981)","matrix, the (1999)",7
"boot, das (boat, the) (1981)",men in black (a.k.a. mib) (1997),8
"boot, das (boat, the) (1981)",mission: impossible (1996),7
"boot, das (boat, the) (1981)",notting hill (1999),2
"boot, das (boat, the) (1981)",patriot games (1992),3
"boot, das (boat, the) (1981)",platoon (1986),7
"boot, das (boat, the) (1981)",psycho (1960),10
"boot, das (boat, the) (1981)",rebecca (1940),3
"boot, das (boat, the) (1981)",richard iii (1995),2
"boot, das (boat, the) (1981)",rosemary's baby (1968),2
"boot, das (boat, the) (1981)",saving private ryan (1998),12
"boot, das (boat, the) (1981)",smilla's sense of snow (1997),2
"boot, das (boat, the) (1981)",sunset blvd. (a.k.a. sunset boulevard) (1950),4
"boot, das (boat, the) (1981)",taxi driver (1976),16
"boot, das (boat, the) (1981)","thin red line, the (1998)",2
"boot, das (boat, the) (1981)","three musketeers, the (1993)",2
"boot, das (boat, the) (1981)",time bandits (1981),2
"boot, das (boat, the) (1981)",tomorrow never dies (1997),3
"boot, das (boat, the) (1981)",vertigo (1958),11
"boot, das (boat, the) (1981)",witness (1985),5
braveheart (1995),"bridge on the river kwai, the (1957)",9
braveheart (1995),casablanca (1942),35
braveheart (1995),"crying game, the (1992)",13
braveheart (1995),dangerous liaisons (1988),5
braveheart (1995),"dirty dozen, the (1967)",2
braveheart (1995),doctor zhivago (1965),2
braveheart (1995),"french connection, the (1971)",3
braveheart (1995),"game, the (1997)",19
braveheart (1995),"good morning, vietnam (1987)",3
braveheart (1995),"graduate, the (1967)",18
braveheart (1995),grumpy old men (1993),3
braveheart (1995),jfk (1991),3
braveheart (1995),"killing fields, the (1984)",3
braveheart (1995),manhattan (1979),6
braveheart (1995),modern times (1936),3
braveheart (1995),patriot games (1992),6
braveheart (1995),rebecca (1940),3
braveheart (1995),smilla's sense of snow (1997),2
braveheart (1995),sunset blvd. (a.k.a. sunset boulevard) (1950),8
braveheart (1995),"thin red line, the (1998)",7
braveheart (1995),"thomas crown affair, the (1999)",4
braveheart (1995),time bandits (1981),3
braveheart (1995),tomorrow never dies (1997),6
braveheart (1995),who framed roger rabbit? (1988),6
braveheart (1995),witness (1985),3
"bridge on the river kwai, the (1957)","bridges of madison county, the (1995)",2
"bridge on the river kwai, the (1957)",chinatown (1974),9
"bridge on the river kwai, the (1957)",dangerous liaisons (1988),2
"bridge on the river kwai, the (1957)","deer hunter, the (1978)",5
"bridge on the river kwai, the (1957)",dick tracy (1990),2
"bridge on the river kwai, the (1957)",doctor zhivago (1965),3
"bridge on the river kwai, the (1957)",face/off (1997),3
"bridge on the river kwai, the (1957)","french connection, the (1971)",2
"bridge on the river kwai, the (1957)",from here to eternity (1953),2
"bridge on the river kwai, the (1957)","game, the (1997)",6
"bridge on the river kwai, the (1957)",gaslight (1944),2
"bridge on the river kwai, the (1957)","godfather: part ii, the (1974)",8
"bridge on the river kwai, the (1957)",goldeneye (1995),5
"bridge on the river kwai, the (1957)","hunt for red october, the (1990)",5
"bridge on the river kwai, the (1957)","killing fields, the (1984)",3
"bridge on the river kwai, the (1957)",manhattan (1979),3
"bridge on the river kwai, the (1957)","matrix, the (1999)",7
"bridge on the river kwai, the (1957)",modern times (1936),2
"bridge on the river kwai, the (1957)",platoon (1986),7
"bridge on the river kwai, the (1957)",rebecca (1940),3
"bridge on the river kwai, the (1957)","rock, the (1996)",6
"bridge on the river kwai, the (1957)",rosemary's baby (1968),2
"bridge on the river kwai, the (1957)",schindler's list (1993),13
"bridge on the river kwai, the (1957)",sunset blvd. (a.k.a. sunset boulevard) (1950),5
"bridge on the river kwai, the (1957)",taxi driver (1976),6
"bridge on the river kwai, the (1957)",terminator 2: judgment day (1991),9
"bridge on the river kwai, the (1957)","third man, the (1949)",2
"bridge on the river kwai, the (1957)",time bandits (1981),3
"bridge on the river kwai, the (1957)",tomorrow never dies (1997),3
"bridge on the river kwai, the (1957)",vertigo (1958),9
"bridge on the river kwai, the (1957)",witness (1985),4
"bridges of madison county, the (1995)",casablanca (1942),5
"bridges of madison county, the (1995)",chinatown (1974),2
"bridges of madison county, the (1995)",courage under fire (1996),4
"bridges of madison county, the (1995)","crying game, the (1992)",3
"bridges of madison county, the (1995)","deer hunter, the (1978)",2
"bridges of madison county, the (1995)",dial m for murder (1954),2
"bridges of madison county, the (1995)",dr. strangelove or: how i learned to stop worrying and love the bomb (1964),5
"bridges of madison county, the (1995)",e.t. the extra-terrestrial (1982),3
"bridges of madison county, the (1995)","english patient, the (1996)",2
"bridges of madison county, the (1995)",everest (1998),2
"bridges of madison county, the (1995)",face/off (1997),2
"bridges of madison county, the (1995)",fargo (1996),9
"bridges of madison county, the (1995)","game, the (1997)",2
"bridges of madison county, the (1995)","godfather, the (1972)",5
"bridges of madison county, the (1995)","godfather: part ii, the (1974)",2
"bridges of madison county, the (1995)","graduate, the (1967)",3
"bridges of madison county, the (1995)",independence day (a.k.a. id4) (1996),8
"bridges of madison county, the (1995)",l.a. confidential (1997),2
"bridges of madison county, the (1995)","maltese falcon, the (1941)",4
"bridges of madison county, the (1995)","matrix, the (1999)",2
"bridges of madison county, the (1995)",men in black (a.k.a. mib) (1997),3
"bridges of madison county, the (1995)",platoon (1986),2
"bridges of madison county, the (1995)",rear window (1954),2
"bridges of madison county, the (1995)","rock, the (1996)",7
"bridges of madison county, the (1995)",star wars: episode iv - a new hope (1977),12
"bridges of madison county, the (1995)",star wars: episode v - the empire strikes back (1980),4
"bridges of madison county, the (1995)",star wars: episode vi - return of the jedi (1983),3
"bridges of madison county, the (1995)",strictly ballroom (1992),2
"bridges of madison county, the (1995)",sunset blvd. (a.k.a. sunset boulevard) (1950),2
"bridges of madison county, the (1995)",taxi driver (1976),7
"bridges of madison county, the (1995)",terminator 2: judgment day (1991),9
"bridges of madison county, the (1995)",vertigo (1958),2
casablanca (1942),"client, the (1994)",7
casablanca (1942),con air (1997),2
casablanca (1942),courage under fire (1996),4
casablanca (1942),dangerous liaisons (1988),4
casablanca (1942),"deer hunter, the (1978)",8
casablanca (1942),dick tracy (1990),2
casablanca (1942),"dirty dozen, the (1967)",3
casablanca (1942),doctor zhivago (1965),4
casablanca (1942),e.t. the extra-terrestrial (1982),26
casablanca (1942),everest (1998),2
casablanca (1942),face/off (1997),9
casablanca (1942),"french connection, the (1971)",3
casablanca (1942),from here to eternity (1953),4
casablanca (1942),"game, the (1997)",8
casablanca (1942),gaslight (1944),3
casablanca (1942),"good morning, vietnam (1987)",4
casablanca (1942),grumpy old men (1993),2
casablanca (1942),"hunt for red october, the (1990)",12
casablanca (1942),jurassic park (1993),36
casablanca (1942),lord of the flies (1963),2
casablanca (1942),"mask, the (1994)",19
casablanca (1942),patriot games (1992),3
casablanca (1942),rebecca (1940),7
casablanca (1942),repulsion (1965),2
casablanca (1942),richard iii (1995),2
casablanca (1942),rosemary's baby (1968),3
casablanca (1942),saving private ryan (1998),19
casablanca (1942),star wars: episode vi - return of the jedi (1983),34
casablanca (1942),sunset blvd. (a.k.a. sunset boulevard) (1950),11
casablanca (1942),"thomas crown affair, the (1999)",3
casablanca (1942),"three musketeers, the (1993)",7
casablanca (1942),time bandits (1981),2
casablanca (1942),tomorrow never dies (1997),4
casablanca (1942),vertigo (1958),25
casablanca (1942),who framed roger rabbit? (1988),4
casablanca (1942),witness (1985),5
chinatown (1974),con air (1997),2
chinatown (1974),dangerous liaisons (1988),2
chinatown (1974),"dirty dozen, the (1967)",2
chinatown (1974),doctor zhivago (1965),2
chinatown (1974),e.t. the extra-terrestrial (1982),8
chinatown (1974),"english patient, the (1996)",5
chinatown (1974),everest (1998),2
chinatown (1974),face/off (1997),5
chinatown (1974),"french connection, the (1971)",4
chinatown (1974),from here to eternity (1953),2
chinatown (1974),"game, the (1997)",11
chinatown (1974),goldeneye (1995),3
chinatown (1974),"good morning, vietnam (1987)",3
chinatown (1974),henry v (1989),3
chinatown (1974),"hunt for red october, the (1990)",7
chinatown (1974),manhattan (1979),7
chinatown (1974),"mask, the (1994)",6
chinatown (1974),mission: impossible (1996),9
chinatown (1974),notting hill (1999),2
chinatown (1974),patriot games (1992),3
chinatown (1974),rebecca (1940),5
chinatown (1974),repulsion (1965),2
chinatown (1974),richard iii (1995),2
chinatown (1974),"rock, the (1996)",5
chinatown (1974),sunset blvd. (a.k.a. sunset boulevard) (1950),8
chinatown (1974),"thomas crown affair, the (1999)",4
chinatown (1974),time bandits (1981),2
chinatown (1974),who framed roger rabbit? (1988),3
chinatown (1974),witness (1985),4
"client, the (1994)",courage under fire (1996),6
"client, the (1994)","crying game, the (1992)",3
"client, the (1994)",dial m for murder (1954),2
"client, the (1994)",dr. strangelove or: how i learned to stop worrying and love the bomb (1964),7
"client, the (1994)",e.t. the extra-terrestrial (1982),5
"client, the (1994)","english patient, the (1996)",3
"client, the (1994)",fargo (1996),11
"client, the (1994)",full metal jacket (1987),2
"client, the (1994)","game, the (1997)",2
"client, the (1994)","godfather, the (1972)",11
"client, the (1994)","godfather: part ii, the (1974)",3
"client, the (1994)","graduate, the (1967)",4
"client, the (1994)","hunt for red october, the (1990)",2
"client, the (1994)",independence day (a.k.a. id4) (1996),17
"client, the (1994)","killing fields, the (1984)",2
"client, the (1994)",l.a. confidential (1997),2
"client, the (1994)","maltese falcon, the (1941)",3
"client, the (1994)","matrix, the (1999)",2
"client, the (1994)",men in black (a.k.a. mib) (1997),2
"client, the (1994)",platoon (1986),4
"client, the (1994)",psycho (1960),2
"client, the (1994)",rear window (1954),4
"client, the (1994)",richard iii (1995),6
"client, the (1994)","rock, the (1996)",10
"client, the (1994)",star wars: episode v - the empire strikes back (1980),4
"client, the (1994)",star wars: episode vi - return of the jedi (1983),3
"client, the (1994)","thomas crown affair, the (1999)",2
"client, the (1994)",vertigo (1958),3
"client, the (1994)",who framed roger rabbit? (1988),3
con air (1997),"crying game, the (1992)",2
con air (1997),"deer hunter, the (1978)",3
con air (1997),dr. strangelove or: how i learned to stop worrying and love the bomb (1964),2
con air (1997),"english patient, the (1996)",2
con air (1997),"game, the (1997)",6
con air (1997),"godfather, the (1972)",10
con air (1997),"godfather: part ii, the (1974)",7
con air (1997),"good morning, vietnam (1987)",2
con air (1997),"graduate, the (1967)",3
con air (1997),"hunt for red october, the (1990)",7
con air (1997),jfk (1991),2
con air (1997),l.a. confidential (1997),4
con air (1997),"matrix, the (1999)",7
con air (1997),men in black (a.k.a. mib) (1997),13
con air (1997),taxi driver (1976),4
con air (1997),time bandits (1981),2
con air (1997),tomorrow never dies (1997),2
con air (1997),vertigo (1958),2
courage under fire (1996),"crying game, the (1992)",5
courage under fire (1996),dial m for murder (1954),3
courage under fire (1996),dr. strangelove or: how i learned to stop worrying and love the bomb (1964),4
courage under fire (1996),e.t. the extra-terrestrial (1982),3
courage under fire (1996),"english patient, the (1996)",3
courage under fire (1996),face/off (1997),3
courage under fire (1996),goldeneye (1995),9
courage under fire (1996),"hunt for red october, the (1990)",3
courage under fire (1996),"maltese falcon, the (1941)",3
courage under fire (1996),"mask, the (1994)",5
courage under fire (1996),"matrix, the (1999)",2
courage under fire (1996),men in black (a.k.a. mib) (1997),2
courage under fire (1996),mission: impossible (1996),12
courage under fire (1996),patriot games (1992),2
courage under fire (1996),platoon (1986),6
courage under fire (1996),psycho (1960),2
courage under fire (1996),rear window (1954),2
courage under fire (1996),rebecca (1940),2
courage under fire (1996),richard iii (1995),3
courage under fire (1996),saving private ryan (1998),2
courage under fire (1996),smilla's sense of snow (1997),2
courage under fire (1996),taxi driver (1976),6
courage under fire (1996),"thin red line, the (1998)",2
courage under fire (1996),"three musketeers, the (1993)",4
courage under fire (1996),vertigo (1958),2
"crying game, the (1992)",dangerous liaisons (1988),2
"crying game, the (1992)","deer hunter, the (1978)",4
"crying game, the (1992)","dirty dozen, the (1967)",2
"crying game, the (1992)",doctor zhivago (1965),2
"crying game, the (1992)",dr. strangelove or: how i learned to stop worrying and love the bomb (1964),9
"crying game, the (1992)",e.t. the extra-terrestrial (1982),11
"crying game, the (1992)",face/off (1997),5
"crying game, the (1992)",from here to eternity (1953),2
"crying game, the (1992)","game, the (1997)",4
"crying game, the (1992)","godfather, the (1972)",13
"crying game, the (1992)","godfather: part ii, the (1974)",8
"crying game, the (1992)",goldeneye (1995),6
"crying game, the (1992)","graduate, the (1967)",6
"crying game, the (1992)",henry v (1989),3
"crying game, the (1992)","hunt for red october, the (1990)",5
"crying game, the (1992)",independence day (a.k.a. id4) (1996),13
"crying game, the (1992)",jurassic park (1993),12
"crying game, the (1992)",lethal weapon 4 (1998),2
"crying game, the (1992)","maltese falcon, the (1941)",7
"crying game, the (1992)",manhattan (1979),3
"crying game, the (1992)","mask, the (1994)",3
"crying game, the (1992)","matrix, the (1999)",6
"crying game, the (1992)",men in black (a.k.a. mib) (1997),8
"crying game, the (1992)",notting hill (1999),2
"crying game, the (1992)",patriot games (1992),3
"crying game, the (1992)",rebecca (1940),2
"crying game, the (1992)",richard iii (1995),2
"crying game, the (1992)","rock, the (1996)",6
"crying game, the (1992)",rosemary's baby (1968),2
"crying game, the (1992)",saving private ryan (1998),6
"crying game, the (1992)",schindler's list (1993),14
"crying game, the (1992)",smilla's sense of snow (1997),2
"crying game, the (1992)",star wars: episode vi - return of the jedi (1983),12
"crying game, the (1992)",sunset blvd. (a.k.a. sunset boulevard) (1950),2
"crying game, the (1992)",taxi driver (1976),11
"crying game, the (1992)",terminator 2: judgment day (1991),12
"crying game, the (1992)","thin red line, the (1998)",2
"crying game, the (1992)","third man, the (1949)",3
"crying game, the (1992)",time bandits (1981),2
"crying game, the (1992)",tomorrow never dies (1997),2
"crying game, the (1992)",vertigo (1958),10
"crying game, the (1992)",who framed roger rabbit? (1988),3
"crying game, the (1992)",witness (1985),3
dangerous liaisons (1988),dr. strangelove or: how i learned to stop worrying and love the bomb (1964),3
dangerous liaisons (1988),e.t. the extra-terrestrial (1982),2
dangerous liaisons (1988),"english patient, the (1996)",2
dangerous liaisons (1988),face/off (1997),2
dangerous liaisons (1988),fargo (1996),3
dangerous liaisons (1988),"french connection, the (1971)",2
dangerous liaisons (1988),"game, the (1997)",3
dangerous liaisons (1988),"godfather, the (1972)",2
dangerous liaisons (1988),"godfather: part ii, the (1974)",2
dangerous liaisons (1988),"graduate, the (1967)",3
dangerous liaisons (1988),grumpy old men (1993),2
dangerous liaisons (1988),henry v (1989),3
dangerous liaisons (1988),"hunt for red october, the (1990)",3
dangerous liaisons (1988),independence day (a.k.a. id4) (1996),4
dangerous liaisons (1988),jfk (1991),2
dangerous liaisons (1988),jurassic park (1993),3
dangerous liaisons (1988),"killing fields, the (1984)",4
dangerous liaisons (1988),l.a. confidential (1997),3
dangerous liaisons (1988),"maltese falcon, the (1941)",2
dangerous liaisons (1988),manhattan (1979),2
dangerous liaisons (1988),"mask, the (1994)",2
dangerous liaisons (1988),"matrix, the (1999)",4
dangerous liaisons (1988),men in black (a.k.a. mib) (1997),3
dangerous liaisons (1988),mission: impossible (1996),2
dangerous liaisons (1988),notting hill (1999),2
dangerous liaisons (1988),psycho (1960),2
dangerous liaisons (1988),rear window (1954),3
dangerous liaisons (1988),rebecca (1940),2
dangerous liaisons (1988),saving private ryan (1998),5
dangerous liaisons (1988),schindler's list (1993),5
dangerous liaisons (1988),"silence of the lambs, the (1991)",5
dangerous liaisons (1988),star wars: episode iv - a new hope (1977),3
dangerous liaisons (1988),star wars: episode v - the empire strikes back (1980),5
dangerous liaisons (1988),star wars: episode vi - return of the jedi (1983),5
dangerous liaisons (1988),strictly ballroom (1992),2
dangerous liaisons (1988),sunset blvd. (a.k.a. sunset boulevard) (1950),3
dangerous liaisons (1988),taxi driver (1976),3
dangerous liaisons (1988),terminator 2: judgment day (1991),4
dangerous liaisons (1988),time bandits (1981),2
dangerous liaisons (1988),tomorrow never dies (1997),2
dangerous liaisons (1988),vertigo (1958),2
"deer hunter, the (1978)",dial m for murder (1954),2
"deer hunter, the (1978)","dirty dozen, the (1967)",2
"deer hunter, the (1978)",doctor zhivago (1965),2
"deer hunter, the (1978)",e.t. the extra-terrestrial (1982),7
"deer hunter, the (1978)","english patient, the (1996)",3
"deer hunter, the (1978)",face/off (1997),4
"deer hunter, the (1978)",from here to eternity (1953),2
"deer hunter, the (1978)","game, the (1997)",3
"deer hunter, the (1978)",gaslight (1944),2
"deer hunter, the (1978)",goldeneye (1995),5
"deer hunter, the (1978)","graduate, the (1967)",9
"deer hunter, the (1978)",l.a. confidential (1997),9
"deer hunter, the (1978)","maltese falcon, the (1941)",5
"deer hunter, the (1978)",manhattan (1979),3
"deer hunter, the (1978)","mask, the (1994)",5
"deer hunter, the (1978)",mission: impossible (1996),5
"deer hunter, the (1978)",psycho (1960),7
"deer hunter, the (1978)","rock, the (1996)",4
"deer hunter, the (1978)",sunset blvd. (a.k.a. sunset boulevard) (1950),4
"deer hunter, the (1978)","third man, the (1949)",4
"deer hunter, the (1978)",who framed roger rabbit? (1988),3
"deer hunter, the (1978)",witness (1985),2
dial m for murder (1954),doctor zhivago (1965),2
dial m for murder (1954),dr. strangelove or: how i learned to stop worrying and love the bomb (1964),9
dial m for murder (1954),e.t. the extra-terrestrial (1982),3
dial m for murder (1954),from here to eternity (1953),2
dial m for murder (1954),gaslight (1944),2
dial m for murder (1954),goldeneye (1995),3
dial m for murder (1954),"graduate, the (1967)",6
dial m for murder (1954),"hunt for red october, the (1990)",2
dial m for murder (1954),"killing fields, the (1984)",2
